pos_x,pos_y,rotation,side,designator,mpn,pack,footprint,value,mount_type
121.0,-74.9425,0.0,top,J1,,,DSUB-9_Pins_EdgeMount_P2.77mm,Cassette,smt
111.91,-59.686,-90.0,top,J2,MJ-3536N,,MJ3536N,CS1 EAR,tht
129.81,-59.686,-90.0,top,J3,MJ-3536N,,MJ3536N,CS1 MIC,tht
